year,team,seed,opponent,win margin,previous tournament,tournament two years back,win percent,wins in last 10,percent of wins away,coach tenure,total seasons coaching,coach final fours,coach championships,coach NBA draft picks,automatic bid,RPI,Sagarin/ SRS,SOS,Total Games,ppg,ppg allowed,Efficiency,Efficiency Allowed,Rbs Per Game,Rbs Per Game Allowed,Steals Per Game,Steals Per Game Allowed,Blocks Per Game,FG%,3-pt%,TS%,free throw rate,assists per game,freshmen play time,sophomore play time,junior play time,senior play time,opp_seed,opp_previous tournament,opp_tournament two years back,opp_win%,opp_wins in last 10,opp_percent of wins away,opp_coach tenure,opp_total seasons coaching,opp_coach final fours,opp_coach championships,opp_coach NBA draft picks,opp_automatic bid,opp_RPI,opp_Sagarin/ SRS,opp_SOS,opp_Total Games,opp_Points Scored Per Game,opp_Points Allowed Per Game,opp_Efficiency,opp_Efficiency Allowed,opp_Rbs Per Game,opp_Rbs Per Game Allowed,opp_Steals Per Game,opp_Steals Per Game Allowed,opp_Blocks Per Game,opp_FG%,opp_3-pt%,opp_TS%,opp_free throw rate,opp_assists per game,opp_freshmen play time,opp_sophomore play time,opp_junior play time,opp_senior play time,Round
1987,Georgia Tech,7,louisiana st,-6,1,1,0.551724138,5,0.25,6,12,0,0,8,0,,36,7,29,70.7,68.5,,,,,,,,,,,,,,,,,10,1,1,0.615384615,6,0.25,15,15,2,0,19,0,,30,3,39,69.7,68.4,,,,,,,,,,,,,,,,,1
1987,New Orleans,7,brigham young,4,0,0,0.866666667,9,0.269230769,2,2,0,0,0,0,,37,154,30,81.5,69.6,,,,,,,,,,,,,,,,,10,0,0,0.65625,6,0.428571429,4,26,0,0,10,0,,44,76,32,82.6,77.2,,,,,,,,,,,,,,,,,1
1987,UTEP,7,arizona,7,1,1,0.78125,9,0.36,26,26,0,0,17,0,,39,104,32,78.1,69.7,,,,,,,,,,,,,,,,,10,1,1,0.6,7,0.444444444,4,14,0,0,17,0,,23,40,30,74.6,67.7,,,,,,,,,,,,,,,,,1
1987,West Virginia,7,western kentucky,-2,1,0,0.741935484,8,0.391304348,9,15,0,0,15,0,,42,109,31,68.7,60.7,,,,,,,,,,,,,,,,,10,1,0,0.763157895,8,0.379310345,1,17,0,0,3,0,,28,106,38,78.5,68.1,,,,,,,,,,,,,,,,,1
1987,Auburn,8,san diego,1,1,1,0.580645161,5,0.277777778,9,11,0,0,9,0,,20,9,31,79.9,75,,,,,,,,,,,,,,,,,9,0,0,0.8,9,0.375,3,16,0,0,1,0,,52,142,30,70,61.4,,,,,,,,,,,,,,,,,1
1987,Georgia,8,kansas st,-3,0,1,0.6,6,0.277777778,19,21,1,0,22,0,,11,37,30,82.1,72,,,,,,,,,,,,,,,,,9,0,0,0.64516129,5,0.35,1,5,0,0,1,0,,40,34,31,77.4,73.9,,,,,,,,,,,,,,,,,1
1987,Kentucky,8,ohio st,-14,1,1,0.620689655,6,0.277777778,2,18,0,0,22,0,,34,2,29,67.8,67,,,,,,,,,,,,,,,,,9,0,1,0.606060606,6,0.3,1,9,0,0,8,0,,18,16,33,84.4,78.2,,,,,,,,,,,,,,,,,1
1987,Navy,8,michigan,-15,1,1,0.8125,10,0.384615385,1,1,0,0,0,1,,49,166,32,76.6,66.4,,,,,,,,,,,,,,,,,9,1,1,0.625,5,0.15,7,7,0,0,12,0,,17,11,32,87,80.7,,,,,,,,,,,,,,,,,1
1987,Georgetown,1,ohio st,3,1,1,0.852941176,10,0.310344828,15,15,3,1,19,1,,10,23,34,75.2,66.1,,,,,,,,,,,,,,,,,9,0,1,0.606060606,6,0.3,1,9,0,0,8,0,,18,16,33,84.4,78.2,,,,,,,,,,,,,,,,,2
1987,Indiana,1,auburn,17,1,0,0.882352941,8,0.233333333,16,22,0,1,27,1,,3,6,34,82.5,70.9,,,,,,,,,,,,,,,,,8,1,1,0.580645161,5,0.277777778,9,11,0,0,9,0,,20,9,31,79.9,75,,,,,,,,,,,,,,,,,2
1987,UNC,1,michigan,12,1,1,0.888888889,9,0.375,26,26,2,1,58,0,,1,12,36,90.5,74.7,,,,,,,,,,,,,,,,,9,1,1,0.625,5,0.15,7,7,0,0,12,0,,17,11,32,87,80.7,,,,,,,,,,,,,,,,,2
1987,UNLV,1,kansas st,19,1,1,0.948717949,10,0.378378378,14,19,0,0,40,1,,2,44,39,92.5,75.5,,,,,,,,,,,,,,,,,9,0,0,0.64516129,5,0.35,1,5,0,0,1,0,,40,34,31,77.4,73.9,,,,,,,,,,,,,,,,,2
1987,Alabama,2,new oreleans,25,1,1,0.848484848,9,0.357142857,7,7,0,0,9,1,,6,8,33,80,69.6,,,,,,,,,,,,,,,,,7,0,0,0.866666667,9,0.269230769,2,2,0,0,0,0,,37,154,30,81.5,69.6,,,,,,,,,,,,,,,,,2
1987,Iowa,2,utep,2,1,1,0.857142857,8,0.466666667,1,16,0,0,5,0,,4,24,35,87.2,74.7,,,,,,,,,,,,,,,,,7,1,1,0.78125,9,0.36,26,26,0,0,17,0,,39,104,32,78.1,69.7,,,,,,,,,,,,,,,,,2
1987,Syracuse,2,W Kentucky,18,1,1,0.815789474,7,0.258064516,11,11,0,0,17,0,,9,18,38,82.1,72.4,,,,,,,,,,,,,,,,,10,1,0,0.763157895,8,0.379310345,1,17,0,0,3,0,,28,106,38,78.5,68.1,,,,,,,,,,,,,,,,,2
1987,Temple,2,lsu,-10,1,1,0.888888889,9,0.4375,5,15,0,0,4,1,,25,97,36,75,64.7,,,,,,,,,,,,,,,,,10,1,1,0.615384615,6,0.25,15,15,2,0,19,0,,30,3,39,69.7,68.4,,,,,,,,,,,,,,,,,2
1987,DePaul,3,st john's,8,1,1,0.903225806,9,0.392857143,3,3,0,0,5,1,,15,101,31,76.1,62.5,,,,,,,,,,,,,,,,,6,1,1,0.7,6,0.238095238,22,22,1,0,29,0,,26,33,30,70.5,64.6,,,,,,,,,,,,,,,,,2
1987,Pittsburgh,3,oklahoma,-3,0,1,0.757575758,7,0.36,1,14,0,0,0,0,,13,32,33,83.6,74.2,,,,,,,,,,,,,,,,,6,1,1,0.705882353,4,0.208333333,7,13,0,0,9,0,,12,26,34,89.1,80.1,,,,,,,,,,,,,,,,,2
1987,Purdue,3,florida,-19,1,1,0.833333333,8,0.4,7,9,0,0,6,0,,7,22,30,81.8,71.7,,,,,,,,,,,,,,,,,6,0,0,0.676470588,5,0.260869565,7,35,0,0,23,0,,5,20,34,84.1,71.9,,,,,,,,,,,,,,,,,2
1987,TCU,4,notre dame,-1,0,0,0.774193548,7,0.5,8,16,0,0,6,0,,29,50,31,70.9,63.7,,,,,,,,,,,,,,,,,5,1,1,0.75,9,0.291666667,16,17,0,0,25,0,,32,45,32,65.1,59.4,,,,,,,,,,,,,,,,,2
1987,UCLA,4,wyoming,-10,0,0,0.78125,9,0.28,3,5,0,0,3,1,,27,38,32,77.9,71.7,,,,,,,,,,,,,,,,,12,0,0,0.705882353,7,0.291666667,9,11,0,0,7,1,,56,93,34,70.8,65.9,,,,,,,,,,,,,,,,,2
1987,Duke,5,xavier,5,1,1,0.727272727,6,0.25,7,12,1,0,10,0,,11,35,33,76.9,67.2,,,,,,,,,,,,,,,,,13,1,0,0.59375,7,0.210526316,2,2,0,0,0,1,,114,145,32,76.4,74.4,,,,,,,,,,,,,,,,,2
1987,Kansas,5,missouri st,4,1,1,0.694444444,5,0.28,4,6,1,0,12,0,,24,29,36,73.3,67.7,,,,,,,,,,,,,,,,,13,0,0,0.823529412,10,0.285714286,4,4,0,0,0,1,,43,169,34,69.6,58.2,,,,,,,,,,,,,,,,,2
1987,Providence,6,austin peay,3,0,0,0.735294118,5,0.32,2,7,0,0,5,0,,16,54,34,86.7,76.9,,,,,,,,,,,,,,,,,14,0,0,0.625,9,0.4,2,16,0,0,4,1,,107,131,32,78.3,76.2,,,,,,,,,,,,,,,,,2
1987,Georgetown,1,kansas,13,1,1,0.852941176,10,0.310344828,15,15,3,1,19,1,,10,23,34,75.2,66.1,,,,,,,,,,,,,,,,,5,1,1,0.694444444,5,0.28,4,6,1,0,12,0,,24,29,36,73.3,67.7,,,,,,,,,,,,,,,,,3
1987,Indiana,1,duke,6,1,0,0.882352941,8,0.233333333,16,22,0,1,27,1,,3,6,34,82.5,70.9,,,,,,,,,,,,,,,,,5,1,1,0.727272727,6,0.25,7,12,1,0,10,0,,11,35,33,76.9,67.2,,,,,,,,,,,,,,,,,3
1987,UNC,1,notre dame,6,1,1,0.888888889,9,0.375,26,26,2,1,58,0,,1,12,36,90.5,74.7,,,,,,,,,,,,,,,,,5,1,1,0.75,9,0.291666667,16,17,0,0,25,0,,32,45,32,65.1,59.4,,,,,,,,,,,,,,,,,3
1987,UNLV,1,wyoming,14,1,1,0.948717949,10,0.378378378,14,19,0,0,40,1,,2,44,39,92.5,75.5,,,,,,,,,,,,,,,,,12,0,0,0.705882353,7,0.291666667,9,11,0,0,7,1,,56,93,34,70.8,65.9,,,,,,,,,,,,,,,,,3
1987,Alabama,2,providence,-21,1,1,0.848484848,9,0.357142857,7,7,0,0,9,1,,6,8,33,80,69.6,,,,,,,,,,,,,,,,,6,0,0,0.735294118,5,0.32,2,7,0,0,5,0,,16,54,34,86.7,76.9,,,,,,,,,,,,,,,,,3
1987,Iowa,2,oklahoma,2,1,1,0.857142857,8,0.466666667,1,16,0,0,5,0,,4,24,35,87.2,74.7,,,,,,,,,,,,,,,,,6,1,1,0.705882353,4,0.208333333,7,13,0,0,9,0,,12,26,34,89.1,80.1,,,,,,,,,,,,,,,,,3
1987,Syracuse,2,florida,6,1,1,0.815789474,7,0.258064516,11,11,0,0,17,0,,9,18,38,82.1,72.4,,,,,,,,,,,,,,,,,6,0,0,0.676470588,5,0.260869565,7,35,0,0,23,0,,5,20,34,84.1,71.9,,,,,,,,,,,,,,,,,3
1987,DePaul,3,lsu,-5,1,1,0.903225806,9,0.392857143,3,3,0,0,5,1,,15,101,31,76.1,62.5,,,,,,,,,,,,,,,,,10,1,1,0.615384615,6,0.25,15,15,2,0,19,0,,30,3,39,69.7,68.4,,,,,,,,,,,,,,,,,3
1987,Georgetown,1,providence,-15,1,1,0.852941176,10,0.310344828,15,15,3,1,19,1,,10,23,34,75.2,66.1,,,,,,,,,,,,,,,,,6,0,0,0.735294118,5,0.32,2,7,0,0,5,0,,16,54,34,86.7,76.9,,,,,,,,,,,,,,,,,4
1987,Indiana,1,lsu,1,1,0,0.882352941,8,0.233333333,16,22,0,1,27,1,,3,6,34,82.5,70.9,,,,,,,,,,,,,,,,,10,1,1,0.615384615,6,0.25,15,15,2,0,19,0,,30,3,39,69.7,68.4,,,,,,,,,,,,,,,,,4
1987,UNC,1,syracuse,-4,1,1,0.888888889,9,0.375,26,26,2,1,58,0,,1,12,36,90.5,74.7,,,,,,,,,,,,,,,,,2,1,1,0.815789474,7,0.258064516,11,11,0,0,17,0,,9,18,38,82.1,72.4,,,,,,,,,,,,,,,,,4
1987,UNLV,1,iowa,3,1,1,0.948717949,10,0.378378378,14,19,0,0,40,1,,2,44,39,92.5,75.5,,,,,,,,,,,,,,,,,2,1,1,0.857142857,8,0.466666667,1,16,0,0,5,0,,4,24,35,87.2,74.7,,,,,,,,,,,,,,,,,4
1987,Indiana,1,unlv,4,1,0,0.882352941,8,0.233333333,16,22,0,1,27,1,,3,6,34,82.5,70.9,,,,,,,,,,,,,,,,,1,1,1,0.948717949,10,0.378378378,14,19,0,0,40,1,,2,44,39,92.5,75.5,,,,,,,,,,,,,,,,,5
1987,Syracuse,2,providence,14,1,1,0.815789474,7,0.258064516,11,11,0,0,17,0,,9,18,38,82.1,72.4,,,,,,,,,,,,,,,,,6,0,0,0.735294118,5,0.32,2,7,0,0,5,0,,16,54,34,86.7,76.9,,,,,,,,,,,,,,,,,5
1987,Indiana,1,syracuse,1,1,0,0.882352941,8,0.233333333,16,22,0,1,27,1,,3,6,34,82.5,70.9,,,,,,,,,,,,,,,,,2,1,1,0.815789474,7,0.258064516,11,11,0,0,17,0,,9,18,38,82.1,72.4,,,,,,,,,,,,,,,,,6
1988,Arizona,1,cornell,40,1,1,0.921052632,10,0.257142857,5,15,0,0,17,1,,2,27,38,84.8,64.3,,,,,,,,,,,,,,,,,16,0,0,0.62962963,8,0.411764706,2,2,0,0,0,1,,185,217,27,75.1,75.8,,,,,,,,,,,,,,,,,1
1988,Oklahoma,1,chattanooga,28,1,1,0.897435897,9,0.2,8,14,0,0,12,1,,1,35,39,102.9,81,,,,,,,,,,,,,,,,,16,0,0,0.606060606,6,0.35,3,3,0,0,0,1,,152,212,33,74.5,71.6,,,,,,,,,,,,,,,,,1
1988,Purdue,1,fairleigh dickinson,15,1,1,0.878787879,9,0.413793103,8,10,0,0,7,1,,6,22,33,84.6,71.6,,,,,,,,,,,,,,,,,16,0,0,0.766666667,8,0.391304348,5,5,0,0,1,1,,172,273,30,76.1,69.8,,,,,,,,,,,,,,,,,1
1988,Temple,1,lehigh,14,1,1,0.941176471,10,0.4375,6,16,0,0,5,1,,11,89,34,76.8,61.2,,,,,,,,,,,,,,,,,16,0,0,0.677419355,7,0.380952381,3,3,0,0,0,1,,150,236,31,79.9,75.3,,,,,,,,,,,,,,,,,1
1988,Duke,2,boston,16,1,1,0.8,7,0.285714286,8,13,1,0,12,1,,3,29,35,83.8,68.8,,,,,,,,,,,,,,,,,15,0,0,0.741935484,8,0.434782609,3,3,0,0,1,1,,128,245,31,77.5,70.1,,,,,,,,,,,,,,,,,1
1988,Kentucky,2,southern,15,1,1,0.818181818,8,0.259259259,3,19,0,0,23,1,,10,21,33,79.9,68.9,,,,,,,,,,,,,,,,,15,1,0,0.774193548,8,0.458333333,2,17,0,0,3,1,,120,248,31,93.1,84.3,,,,,,,,,,,,,,,,,1
1988,Pittsburgh,2,eastern michigan,18,1,0,0.774193548,7,0.458333333,2,15,0,0,0,0,,16,31,31,79.8,71,,,,,,,,,,,,,,,,,15,0,0,0.733333333,9,0.318181818,3,11,0,0,0,1,,111,172,30,80,76.6,,,,,,,,,,,,,,,,,1
1988,UNC,2,north texas,18,1,1,0.794117647,7,0.333333333,27,27,2,1,61,0,,9,3,34,82,73.2,,,,,,,,,,,,,,,,,15,0,0,0.566666667,10,0.470588235,2,2,0,0,0,1,,116,161,30,76.1,73.3,,,,,,,,,,,,,,,,,1
1988,Illinois,3,texas san antonio,9,1,1,0.696969697,8,0.260869565,13,26,0,0,26,0,,8,7,33,82.6,70.8,,,,,,,,,,,,,,,,,14,0,0,0.709677419,9,0.409090909,2,2,0,0,0,1,,91,151,31,78.5,74,,,,,,,,,,,,,,,,,1
1988,Michigan,3,boise st,5,1,1,0.764705882,6,0.269230769,8,8,0,0,13,0,,5,20,34,86.7,73.4,,,,,,,,,,,,,,,,,14,0,0,0.8,8,0.416666667,5,15,0,0,7,1,,37,147,30,69.1,56.7,,,,,,,,,,,,,,,,,1
1988,NC State,3,murray st,-3,1,1,0.75,8,0.291666667,8,17,1,1,17,0,,14,48,32,82.9,72.1,,,,,,,,,,,,,,,,,14,0,0,0.709677419,10,0.363636364,3,3,0,0,0,1,,85,153,31,74.6,69,,,,,,,,,,,,,,,,,1
1988,Syracuse,3,unc a and t,14,1,1,0.742857143,7,0.307692308,12,12,1,0,15,1,,4,26,35,84.7,70.5,,,,,,,,,,,,,,,,,14,1,1,0.896551724,10,0.423076923,9,17,0,0,2,1,,103,281,29,82.5,68.4,,,,,,,,,,,,,,,,,1
1988,BYU,4,charlotte,6,1,0,0.8125,6,0.346153846,5,27,0,0,11,1,,28,50,32,85.5,76.2,,,,,,,,,,,,,,,,,13,0,0,0.709677419,8,0.409090909,3,3,0,0,1,1,,86,126,31,79.2,75.9,,,,,,,,,,,,,,,,,1
1988,Indiana,4,richmond,-3,1,1,0.655172414,7,0.157894737,17,23,1,2,29,0,,13,10,29,78.8,70.9,,,,,,,,,,,,,,,,,13,0,1,0.787878788,8,0.269230769,7,7,0,0,6,1,,88,138,33,69.4,65.3,,,,,,,,,,,,,,,,,1
1988,Kansas St,4,la salle,13,1,0,0.735294118,8,0.32,2,6,0,0,2,0,,18,6,34,75,68.7,,,,,,,,,,,,,,,,,13,0,0,0.705882353,10,0.375,2,2,0,0,0,1,,30,155,34,86.1,71.3,,,,,,,,,,,,,,,,,1
1988,UNLV,4,missouri st,4,1,1,0.823529412,7,0.5,15,20,1,0,43,0,,15,64,34,81.3,69.7,,,,,,,,,,,,,,,,,13,1,0,0.75862069,9,0.318181818,5,5,0,0,1,1,,67,136,29,71.1,63.9,,,,,,,,,,,,,,,,,1
1988,DePaul,5,wicchita st,21,1,1,0.733333333,8,0.454545455,4,4,0,0,6,1,,34,87,30,78.9,70.1,,,,,,,,,,,,,,,,,12,1,0,0.666666667,9,0.25,2,2,0,0,1,0,,66,101,30,75.3,69.8,,,,,,,,,,,,,,,,,1
1988,Georgia Tech,5,iowa st,12,1,1,0.6875,7,0.227272727,7,13,0,0,9,0,,25,38,32,80,73.5,,,,,,,,,,,,,,,,,12,0,1,0.625,4,0.3,8,23,0,0,21,0,,31,37,32,90,84.9,,,,,,,,,,,,,,,,,1
1988,Iowa,5,florida st,4,1,1,0.705882353,7,0.291666667,2,17,0,0,8,0,,7,9,34,93.6,81.6,,,,,,,,,,,,,,,,,12,0,0,0.633333333,6,0.157894737,2,8,0,0,4,0,,38,82,30,84.3,76.2,,,,,,,,,,,,,,,,,1
1988,Louisville,5,oregon st,9,0,1,0.685714286,9,0.291666667,17,17,3,1,25,1,,17,8,35,82.7,76.5,,,,,,,,,,,,,,,,,12,0,0,0.64516129,7,0.3,18,37,0,0,30,0,,43,57,31,67.5,62.6,,,,,,,,,,,,,,,,,1
1988,Florida,6,st johns,3,1,0,0.657142857,6,0.217391304,8,36,0,0,24,0,,22,12,35,73.1,68.1,,,,,,,,,,,,,,,,,11,0,1,0.586206897,3,0.352941176,23,23,1,0,31,0,,35,17,29,71.2,68.4,,,,,,,,,,,,,,,,,1
1988,Kansas,6,xavier,13,1,1,0.710526316,7,0.333333333,5,7,1,0,12,0,,19,2,38,73.8,68.9,,,,,,,,,,,,,,,,,11,1,1,0.866666667,10,0.346153846,3,3,0,0,0,1,,51,206,30,94.8,80.7,,,,,,,,,,,,,,,,,1
1988,Missouri,6,rhode island,-7,1,1,0.633333333,5,0.263157895,21,27,0,0,27,0,,12,18,30,86.7,78,,,,,,,,,,,,,,,,,11,0,0,0.8,7,0.535714286,2,17,0,0,2,0,,49,132,35,86.8,77.1,,,,,,,,,,,,,,,,,1
1988,Villanova,6,arkansas,8,0,1,0.648648649,5,0.375,15,17,1,1,16,0,,26,4,37,71.9,68.5,,,,,,,,,,,,,,,,,11,0,0,0.7,5,0.19047619,3,8,0,0,6,0,,41,125,30,75.5,64.9,,,,,,,,,,,,,,,,,1
1988,Maryland,7,uc santa barbara,10,0,1,0.580645161,5,0.388888889,2,2,0,0,0,0,,36,23,31,75.6,72.4,,,,,,,,,,,,,,,,,10,0,0,0.733333333,7,0.409090909,5,14,0,0,15,0,,50,55,30,71.8,68.1,,,,,,,,,,,,,,,,,1
1988,SMU,7,notre dame,8,0,0,0.8,9,0.25,8,13,0,0,9,1,,42,128,35,82.3,71.6,,,,,,,,,,,,,,,,,10,1,1,0.689655172,8,0.15,17,18,0,0,26,0,,32,88,29,72.3,63.1,,,,,,,,,,,,,,,,,1
1988,Vanderbilt,7,utah st,3,0,0,0.64516129,4,0.2,7,32,0,0,13,0,,27,32,31,78.7,72.8,,,,,,,,,,,,,,,,,10,0,0,0.677419355,7,0.428571429,9,9,0,0,4,1,,39,60,31,83.6,78.1,,,,,,,,,,,,,,,,,1
1988,Wyoming,7,loyola marymount,-4,1,0,0.8125,9,0.269230769,1,3,0,0,1,1,,20,83,32,77.1,66.2,,,,,,,,,,,,,,,,,10,0,0,0.875,10,0.357142857,3,12,0,0,8,1,,30,110,32,109.1,97.6,,,,,,,,,,,,,,,,,1
1988,Auburn,8,bradley,4,1,1,0.633333333,7,0.263157895,10,12,0,0,11,0,,24,13,30,76.7,71.8,,,,,,,,,,,,,,,,,9,0,1,0.838709677,10,0.423076923,2,32,0,0,4,1,,29,107,31,92.7,81.3,,,,,,,,,,,,,,,,,1
1988,Baylor,8,memphis,-15,0,0,0.676470588,9,0.391304348,3,11,0,0,6,0,,71,105,34,70.2,65.7,,,,,,,,,,,,,,,,,9,0,0,0.625,7,0.15,2,2,0,0,1,0,,47,51,32,78.4,74.6,,,,,,,,,,,,,,,,,1
1988,Georgetown,8,louisiana st,3,1,1,0.666666667,5,0.35,16,16,3,1,20,0,,23,28,30,70.7,64.9,,,,,,,,,,,,,,,,,9,1,1,0.533333333,5,0.25,16,16,2,0,21,0,,44,15,30,70.4,68.7,,,,,,,,,,,,,,,,,1
1988,Seton Hall,8,texas el paso,16,0,0,0.628571429,7,0.181818182,6,13,0,0,2,0,,21,39,35,78.4,71.2,,,,,,,,,,,,,,,,,9,1,1,0.696969697,6,0.347826087,27,27,0,0,19,0,,48,81,33,70.1,63.9,,,,,,,,,,,,,,,,,1
1988,Arizona,1,seton hall,29,1,1,0.921052632,10,0.257142857,5,15,0,0,17,1,,2,27,38,84.8,64.3,,,,,,,,,,,,,,,,,8,0,0,0.628571429,7,0.181818182,6,13,0,0,2,0,,21,39,35,78.4,71.2,,,,,,,,,,,,,,,,,2
1988,Oklahoma,1,auburn,20,1,1,0.897435897,9,0.2,8,14,0,0,12,1,,1,35,39,102.9,81,,,,,,,,,,,,,,,,,8,1,1,0.633333333,7,0.263157895,10,12,0,0,11,0,,24,13,30,76.7,71.8,,,,,,,,,,,,,,,,,2
1988,Purdue,1,memphis,27,1,1,0.878787879,9,0.413793103,8,10,0,0,7,1,,6,22,33,84.6,71.6,,,,,,,,,,,,,,,,,9,0,0,0.625,7,0.15,2,2,0,0,1,0,,47,51,32,78.4,74.6,,,,,,,,,,,,,,,,,2
1988,Temple,1,georgetown,21,1,1,0.941176471,10,0.4375,6,16,0,0,5,1,,11,89,34,76.8,61.2,,,,,,,,,,,,,,,,,8,1,1,0.666666667,5,0.35,16,16,3,1,20,0,,23,28,30,70.7,64.9,,,,,,,,,,,,,,,,,2
1988,Duke,2,smu,15,1,1,0.8,7,0.285714286,8,13,1,0,12,1,,3,29,35,83.8,68.8,,,,,,,,,,,,,,,,,7,0,0,0.8,9,0.25,8,13,0,0,9,1,,42,128,35,82.3,71.6,,,,,,,,,,,,,,,,,2
1988,Kentucky,2,maryland,9,1,1,0.818181818,8,0.259259259,3,19,0,0,23,1,,10,21,33,79.9,68.9,,,,,,,,,,,,,,,,,7,0,1,0.580645161,5,0.388888889,2,2,0,0,0,0,,36,23,31,75.6,72.4,,,,,,,,,,,,,,,,,2
1988,Pittsburgh,2,vanderbilt,-6,1,0,0.774193548,7,0.458333333,2,15,0,0,0,0,,16,31,31,79.8,71,,,,,,,,,,,,,,,,,7,0,0,0.64516129,4,0.2,7,32,0,0,13,0,,27,32,31,78.7,72.8,,,,,,,,,,,,,,,,,2
1988,UNC,2,loyola marymount,26,1,1,0.794117647,7,0.333333333,27,27,2,1,61,0,,9,3,34,82,73.2,,,,,,,,,,,,,,,,,10,0,0,0.875,10,0.357142857,3,12,0,0,8,1,,30,110,32,109.1,97.6,,,,,,,,,,,,,,,,,2
1988,Illinois,3,villanova,-3,1,1,0.696969697,8,0.260869565,13,26,0,0,26,0,,8,7,33,82.6,70.8,,,,,,,,,,,,,,,,,6,0,1,0.648648649,5,0.375,15,17,1,1,16,0,,26,4,37,71.9,68.5,,,,,,,,,,,,,,,,,2
1988,Michigan,3,florida,23,1,1,0.764705882,6,0.269230769,8,8,0,0,13,0,,5,20,34,86.7,73.4,,,,,,,,,,,,,,,,,6,1,0,0.657142857,6,0.217391304,8,36,0,0,24,0,,22,12,35,73.1,68.1,,,,,,,,,,,,,,,,,2
1988,Syracuse,3,rhode island,-3,1,1,0.742857143,7,0.307692308,12,12,1,0,15,1,,4,26,35,84.7,70.5,,,,,,,,,,,,,,,,,11,0,0,0.8,7,0.535714286,2,17,0,0,2,0,,49,132,35,86.8,77.1,,,,,,,,,,,,,,,,,2
1988,BYU,4,louisville,-21,1,0,0.8125,6,0.346153846,5,27,0,0,11,1,,28,50,32,85.5,76.2,,,,,,,,,,,,,,,,,5,0,1,0.685714286,9,0.291666667,17,17,3,1,25,1,,17,8,35,82.7,76.5,,,,,,,,,,,,,,,,,2
1988,Kansas St,4,depaul,8,1,0,0.735294118,8,0.32,2,6,0,0,2,0,,18,6,34,75,68.7,,,,,,,,,,,,,,,,,5,1,1,0.733333333,8,0.454545455,4,4,0,0,6,1,,34,87,30,78.9,70.1,,,,,,,,,,,,,,,,,2
1988,UNLV,4,iowa  ,-18,1,1,0.823529412,7,0.5,15,20,1,0,43,0,,15,64,34,81.3,69.7,,,,,,,,,,,,,,,,,5,1,1,0.705882353,7,0.291666667,2,17,0,0,8,0,,7,9,34,93.6,81.6,,,,,,,,,,,,,,,,,2
1988,Georgia Tech,5,richmond,-4,1,1,0.6875,7,0.227272727,7,13,0,0,9,0,,25,38,32,80,73.5,,,,,,,,,,,,,,,,,13,0,1,0.787878788,8,0.269230769,7,7,0,0,6,1,,88,138,33,69.4,65.3,,,,,,,,,,,,,,,,,2
1988,Kansas,6,murray st,3,1,1,0.710526316,7,0.333333333,5,7,1,0,12,0,,19,2,38,73.8,68.9,,,,,,,,,,,,,,,,,14,0,0,0.709677419,10,0.363636364,3,3,0,0,0,1,,85,153,31,74.6,69,,,,,,,,,,,,,,,,,2
1988,Arizona,1,iowa  ,20,1,1,0.921052632,10,0.257142857,5,15,0,0,17,1,,2,27,38,84.8,64.3,,,,,,,,,,,,,,,,,5,1,1,0.705882353,7,0.291666667,2,17,0,0,8,0,,7,9,34,93.6,81.6,,,,,,,,,,,,,,,,,3
1988,Oklahoma,1,louisville,10,1,1,0.897435897,9,0.2,8,14,0,0,12,1,,1,35,39,102.9,81,,,,,,,,,,,,,,,,,5,0,1,0.685714286,9,0.291666667,17,17,3,1,25,1,,17,8,35,82.7,76.5,,,,,,,,,,,,,,,,,3
1988,Purdue,1,kansas st,-3,1,1,0.878787879,9,0.413793103,8,10,0,0,7,1,,6,22,33,84.6,71.6,,,,,,,,,,,,,,,,,4,1,0,0.735294118,8,0.32,2,6,0,0,2,0,,18,6,34,75,68.7,,,,,,,,,,,,,,,,,3
1988,Temple,1,richmond,22,1,1,0.941176471,10,0.4375,6,16,0,0,5,1,,11,89,34,76.8,61.2,,,,,,,,,,,,,,,,,13,0,1,0.787878788,8,0.269230769,7,7,0,0,6,1,,88,138,33,69.4,65.3,,,,,,,,,,,,,,,,,3
1988,Duke,2,rhode island,1,1,1,0.8,7,0.285714286,8,13,1,0,12,1,,3,29,35,83.8,68.8,,,,,,,,,,,,,,,,,11,0,0,0.8,7,0.535714286,2,17,0,0,2,0,,49,132,35,86.8,77.1,,,,,,,,,,,,,,,,,3
1988,Kentucky,2,villanova,-6,1,1,0.818181818,8,0.259259259,3,19,0,0,23,1,,10,21,33,79.9,68.9,,,,,,,,,,,,,,,,,6,0,1,0.648648649,5,0.375,15,17,1,1,16,0,,26,4,37,71.9,68.5,,,,,,,,,,,,,,,,,3
1988,UNC,2,michigan  ,9,1,1,0.794117647,7,0.333333333,27,27,2,1,61,0,,9,3,34,82,73.2,,,,,,,,,,,,,,,,,3,1,1,0.764705882,6,0.269230769,8,8,0,0,13,0,,5,20,34,86.7,73.4,,,,,,,,,,,,,,,,,3
1988,Kansas,6,vanderbilt,13,1,1,0.710526316,7,0.333333333,5,7,1,0,12,0,,19,2,38,73.8,68.9,,,,,,,,,,,,,,,,,7,0,0,0.64516129,4,0.2,7,32,0,0,13,0,,27,32,31,78.7,72.8,,,,,,,,,,,,,,,,,3
